deg_S,deg_W
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"36º 55' 14,10''","72º 58' 11,70''"
"36º 55' 14,10''","72º 58' 11,70''"
"36º 55' 14,10''","72º 58' 11,70''"
"36º 55' 14,10''","72º 58' 11,70''"
"44º 05' 47,37''","73º 05' 48,56''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"44º 06' 29,54''","73º 07' 06,78''"
"39º 41' 54,24''","73º 18' 07,92''"
"39º 41' 54,24''","73º 18' 07,92''"
"39º 41' 54,24''","73º 18' 07,92''"
"39º 41' 54,24''","73º 18' 07,92''"
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 07' 31.50'',73º 59' 19.02''
43º 07' 31.50'',73º 59' 19.02''
43º 07' 31.50'',73º 59' 19.02''
43º 07' 31.50'',73º 59' 19.02''
43º 08' 20.10'',74º 02' 49.56''
43º 08' 20.10'',74º 02' 49.56''
43º 09' 53.22'',74º 07' 14.76''
43º 09' 53.22'',74º 07' 14.76''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 50,88''","73º 40' 33,78''"
"41º 52' 50,88''","73º 40' 33,78''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 50,88''","73º 40' 33,78''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 50,88''","73º 40' 33,78''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 52,68''","73º 40' 33,78''"
"41º 52' 50,88''","73º 40' 33,78''"
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 59,76''","72º 30' 33,60''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 59,76''","72º 30' 33,60''"
"44º 13' 56,10''","72º 30' 22,26''"
"38º 01' 02,76''","73º 10' 19,50''"
"38º 01' 02,76''","73º 10' 19,50''"
"38º 01' 02,76''","73º 10' 19,50''"
"38º 01' 02,76''","73º 10' 19,50''"
"38º 01' 02,76''","73º 10' 19,50''"
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 05' 05,10''",72º 27' 30.06''
"43º 16' 33,12''","72º 25' 55,80''"
"43º 16' 33,12''","72º 25' 55,80''"
"43º 16' 33,12''","72º 25' 55,80''"
"43º 16' 33,12''","72º 25' 55,80''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"41º 52' 55,08''","73º 40' 32,04''"
"41º 52' 55,08''","73º 40' 32,04''"
"41º 52' 55,08''","73º 40' 32,04''"
"37º 46' 20,46''","73º 11' 55,80''"
"37º 46' 20,46''","73º 11' 55,80''"
"37º 46' 20,46''","73º 11' 55,80''"
36º 55' 14.10'',"72º 58' 11,70''"
"40º 39' 49,53''",72º 10' 15.06''
"40º 39' 49,53''",72º 10' 15.06''
"40º 39' 49,53''",72º 10' 15.06''
"40º 39' 49,53''",72º 10' 15.06''
"40º 39' 49,53''",72º 10' 15.06''
"40º 40' 04,72''","72º 11' 08,03''"
"42º 51' 04,59''","74º 05' 17,76''"
"37º 49' 44,20''","73º 10' 21,70"
"37º 49' 44,20''","73º 10' 21,70"
"37º 49' 44,20''","73º 10' 21,70"
"37º 49' 44,20''","73º 10' 21,70"
"40º 08' 14,10''","71º 39' 30,36''"
"40º 08' 14,10''","71º 39' 30,36''"
"40º 08' 14,10''","71º 39' 30,36''"
"40º 08' 14,10''","71º 39' 30,36''"
"40º 08' 14,10''","71º 39' 30,36''"
"40º 40' 55,40''","72º 08' 35,40''"
"40º 40' 55,40''","72º 08' 35,40''"
"40º 40' 55,40''","72º 08' 35,40''"
"40º 40' 55,40''","72º 08' 35,40''"
"40º 40' 55,40''","72º 08' 35,40''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"38º 00' 53,10''","73º 10' 52,80''"
"33º 05' 25,30''","71º 17' 15,30''"
"33º 05' 25,30''","71º 17' 15,30''"
"33º 05' 25,30''","71º 17' 15,30''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"33º 05' 29,90''","71º 17' 30,00''"
"41º 52' 53,28''","73º 40' 34,44''"
"41º 52' 53,28''","73º 40' 34,44''"
"41º 52' 50,88''","73º 44' 33,78''"
"41º 52' 53,28''","73º 40' 34,44''"
"41º 52' 53,28''","73º 40' 34,44''"
"41º 52' 53,28''","73º 40' 34,44''"
"41º 52' 53,28''","73º 40' 34,44''"
"41º 52' 55,20''","73º 40' 32,22''"
"41º 52' 55,20''","73º 40' 32,22''"
"41º 52' 55,20''","73º 40' 32,22''"
"41º 52' 55,20''","73º 40' 32,22''"
"41º 52' 55,20''","73º 40' 32,22''"
"41º 52' 55,20''","73º 40' 32,22''"
"41º 52' 55,20''","73º 40' 32,22''"
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
42º 51' 11.07'',74º 04' 42.72''
"41º 50' 20,16''","73º 36' 02,70''"
"41º 50' 20,16''","73º 36' 02,70''"
"41º 50' 20,16''","73º 36' 02,70''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 22' 33,09''","72º 24' 38,95''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"42º 23' 15,36''","72º 24' 03,96''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 11,70''","71º 57' 38,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"41º 35' 02,51''","72º 34' 11,55''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 45,30''","73º 09' 48,20''"
"37º 49' 53,40''","73º 09' 44,20''"
"37º 49' 45,30''","73º 09' 48,20''"
"39º 52' 12,90''","71º 54' 42,50''"
"39º 52' 12,90''","71º 54' 42,50''"
"39º 52' 12,90''","71º 54' 42,50''"
"39º 52' 12,90''","71º 54' 42,50''"
"39º 52' 12,90''","71º 54' 42,50''"
"39º 52' 12,90''","71º 54' 42,50''"
"39º 52' 12,90''","71º 54' 42,50''"
"41º 26' 28,20''","72º 11' 30,30''"
"37º 49' 53,40''","73º 09' 44,20''"
"40º 40' 54,80''","72º 08' 35,40''"
"40º 40' 54,80''","72º 08' 35,40''"
"39º 09' 03,30''","71º 42' 54,20''"
"39º 08' 56,00''","71º 42' 42,60''"
"39º 09' 03,30''","71º 42' 54,20''"
"39º 33' 01,30''","71º 59' 16,90''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
"39º 29' 13,00''","71º 51' 10,50''"
43º 14' 48.36'',74º 07' 28.68''
"43º 11' 44,70''",74º 06' 52.68''
"43º 11' 44,70''",74º 06' 52.68''
"43º 11' 44,70''",74º 06' 52.68''
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
43º 14' 48.36'',74º 07' 28.68''
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 17' 07,44''","74º 07' 18,30''"
"43º 09' 00,18''","74º 05' 22,44''"
43º 07' 31.50'',73º 59' 19.02''
43º 07' 31.50'',73º 59' 19.02''
"43º 09' 00,18''","74º 05' 22,44''"
43º 07' 31.50'',73º 59' 19.02''
43º 07' 31.50'',73º 59' 19.02''
43º 07' 31.50'',73º 59' 19.02''
"43º 09' 00,18''","74º 05' 22,44''"
"43º 09' 00,18''","74º 05' 22,44''"
43º 07' 31.50'',73º 59' 19.02''
"43º 09' 00,18''","74º 05' 22,44''"
"43º 09' 00,18''","74º 05' 22,44''"
43º 07' 31.50'',73º 59' 19.02''
"43º 09' 00,18''","74º 05' 22,44''"
"41º 53' 16,40''","72º 22' 58,60''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 39,10''","73º 17' 10,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 39,10''","73º 17' 10,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 39,10''","73º 17' 10,90''"
"37º 53' 39,10''","73º 17' 10,90''"
"37º 53' 39,10''","73º 17' 10,90''"
"37º 53' 39,10''","73º 17' 10,90''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"38º 01' 43,80''","73º 12' 16,30''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 35,00''","73º 17' 07,80''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 35,00''","73º 17' 07,80''"
"37º 53' 23,70''","73º 16' 32,80''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"43º 01' 31,20''","73º 47' 50,60''"
"37º 53' 35,00''","73º 17' 07,80''"
"37º 53' 23,70''","73º 16' 32,80''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"37º 53' 25,50''","73º 16' 31,90''"
"40º 32' 52,80''","73º 41' 28,20''"
"39º 52' 21,30''","71º 55' 11,10''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 21,30''","71º 55' 11,10''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 51' 30,80''","71º 56' 07,80''"
"39º 34' 46,80''","71º 32' 01,80''"
"39º 34' 46,80''","71º 32' 01,80''"
"39º 34' 46,80''","71º 32' 01,80''"
"39º 34' 46,80''","71º 32' 01,80''"
"39º 34' 46,80''","71º 32' 01,80''"
"39º 34' 46,80''","71º 32' 01,80''"
"39º 08' 20,20''","71º 42' 34,80''"
"39º 08' 20,20''","71º 42' 34,80''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 11' 52,50''","73º 26' 13,60''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"40º 39' 52,40''","72º 10' 31,80''"
"39º 29' 13,20''","71º 51' 10,10''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 13,20''","71º 51' 10,10''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 13,20''","71º 51' 10,10''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 13,20''","71º 51' 10,10''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 13,20''","71º 51' 10,10''"
"39º 29' 12,60'''","71º 51' 11,80''"
"39º 29' 13,20''","71º 51' 10,10''"
"39º 29' 12,60'''","71º 51' 11,80''"
